## RunInfo	version:1.2.0-a	annotated_features:27812	total_fragments:2717	pair_mapped:0	pair_mixed:0	single_mapped:2717	unmapped:0	unique:854	ambig:1863	overlap_unique:883	overlap_ambig:1834
transcript	transcript_length	final_prop	init_prop
ERVLE_6p12.1b	596	0.0	0.0
L1FLnI_6p12.1o	10030	0.0	0.0
L1FLnI_6p12.1n	10156	0.0	0.0
L1FLnI_6p12.1m	8959	0.0	0.0
L1FLnI_6p12.1l	9294	0.0	0.0
L1FLnI_6p12.1k	9318	0.0	0.0
L1FLnI_6p12.1j	9389	0.0	0.0
L1FLnI_6p12.1i	10007	0.0	0.0
L1FLnI_6p12.1h	10021	0.0	0.0
L1FLnI_6p12.1g	10459	0.0	0.0
L1FLnI_6p12.1f	10475	0.0	0.0
L1FLnI_6p12.1e	10727	0.0	0.0
L1FLnI_6p12.1d	9060	0.0	0.0
L1FLnI_6p12.1c	10129	0.0	0.0
MER4_6p12.1	6753	0.0	0.0
L1FLnI_6p12.1b	9678	0.0	0.0
ERVLE_6p12.1a	2817	0.0	0.0
L1FLnI_6p12.1a	10175	0.0	0.0
MER101_6p12.1	4701	0.0	0.0
HERV3_6p12.2	3254	0.0	0.0
HERVW_6p12.2	6741	0.0	0.0
L1FLnI_6p12.2h	10144	0.0	0.0
PABLA_6p12.2	3878	0.0	0.0
L1FLnI_6p12.3aa	10160	0.0	0.0
L1FLnI_6p12.3z	10053	0.0	0.0
L1FLnI_6p12.3y	10124	0.0	0.0
HARLEQUIN_6p12.3	6880	0.0	0.0
L1FLnI_6p12.3h	8638	0.0	0.0
L1FLnI_6p12.3g	10152	0.0	0.0
HML3_6p12.3	4018	0.0	0.0
L1FLnI_6p12.3f	9566	0.0	0.0
L1FLnI_6p12.3e	8592	0.0	0.0
HERVL_6p12.3a	6518	0.0	0.0
ERV316A3_6p12.3a	3095	0.0	0.0
L1FLnI_6p12.3d	9961	0.0	0.0
L1FLnI_6p12.3c	8796	0.0	0.0
L1FLnI_6p12.3b	10588	0.0	0.0
L1FLnI_6p12.3a	10103	0.0	0.0
ERVLE_6p21.1c	1016	0.0	0.0
L1FLnI_6p21.1n	10122	0.0	0.0
L1FLnI_6p21.1m	10025	0.0	0.0
L1FLnI_6p21.1l	9380	0.0	0.0
L1FLnI_6p21.1k	10145	0.0	0.0
HML3_6p21.1	5971	0.0	0.0
L1FLnI_6p21.1j	9840	0.0	0.0
L1FLnI_6p21.1i	9817	0.0	0.0
L1FLnI_6p21.1h	10028	0.0	0.0
L1FLnI_6p21.1g	10131	0.0	0.0
L1FLnI_6p21.1f	10136	0.0	0.0
L1FLI_6p21.1	8047	0.0	0.0
L1FLnI_6p12.3i	9518	0.0	0.0
L1FLnI_6p12.3j	10139	0.0	0.0
HML5_6p12.3	4532	0.0	0.0
L1FLnI_6p12.3k	10925	0.0	0.0
L1FLnI_6p12.3x	10008	0.0	0.0
L1FLnI_6p12.3w	10021	0.0	0.0
MER41_6p12.3	1179	0.0	0.0
PABLA_6p12.3	3507	0.0	0.0
L1FLnI_6p12.3v	10116	0.0	0.0
HERVK11D_6p12.3	7291	0.0	0.0
HERVL_6p12.3b	1103	0.0	0.0
L1FLnI_6p12.3u	10025	0.0	0.0
ERVLE_6p12.3a	1514	0.0	0.0
L1FLnI_6p12.3t	9439	0.0	0.0
L1FLnI_6p12.3s	9407	0.0	0.0
L1FLnI_6p12.3r	8921	0.0	0.0
L1FLnI_6p12.3q	10388	0.0	0.0
ERV316A3_6p12.3c	2469	0.0	0.0
L1FLnI_6p12.3p	9569	0.0	0.0
HERVK14C_6p12.3	5736	0.0	0.0
LTR23_6p12.3	1227	0.0	0.0
L1FLnI_6p12.3o	10028	0.0	0.0
L1FLnI_6p12.3n	8829	0.0	0.0
ERV316A3_6p12.3b	3025	0.0	0.0
L1ORF2_6p12.3	8045	0.0	0.0
L1FLnI_6p12.3m	8791	0.0	0.0
L1FLnI_6p12.3l	11412	0.0	0.0
HERVL_6p12.1	3778	0.0	0.0
L1FLnI_6p12.1p	10029	0.0	0.0
L1FLnI_6p12.1q	10041	0.0	0.0
ERV316A3_6q12a	1105	0.0	0.0
L1FLnI_6q12d	10138	0.0	0.0
HERVL_6q12a	6456	0.0	0.0
HERV9_6q12	9224	0.0	0.0
L1FLnI_6q12c	10145	0.0	0.0
HERVH_6q12b	5896	0.0	0.0
L1FLnI_6q12b	8786	0.0	0.0
L1FLnI_6q12a	8825	0.0	0.0
HERVH_6q12a	5777	0.0	0.0
LTR25_6q11.2	1659	0.0	0.0
MER61_6q11.2	1627	0.0	0.0
HERVL_6q11.2	1127	0.0	0.0
HERVFRD_6q11.2	2217	0.0	0.0
ERVL_6q11.1	647	0.0	0.0
HERVH_6q11.1b	5791	0.0	0.0
L1FLnI_6q11.1ca	10460	0.0	0.0
L1FLnI_6q11.1ba	8945	0.0	0.0
L1FLnI_6q11.1aa	9449	0.0	0.0
L1FLnI_6q11.1z	9448	0.0	0.0
L1FLnI_6q11.1y	10154	0.0	0.0
L1FLnI_6q11.1x	8964	0.0	0.0
HERVL_6q11.1b	4222	0.0	0.0
L1FLnI_6q11.1w	8987	0.0	0.0
L1FLnI_6q11.1v	8882	0.0	0.0
L1FLnI_6q12e	10163	0.0	0.0
L1FLnI_6q12f	10104	0.0	0.0
ERV316A3_6q11.1	4522	0.0	0.0
L1FLnI_6q12g	10088	0.0	0.0
MER34B_6q12	1860	0.0	0.0
L1FLnI_6q12s	10121	0.0	0.0
L1FLnI_6q12r	10221	0.0	0.0
HERVH_6q12d	1169	0.0	0.0
ERVLE_6q12c	899	0.0	0.0
ERVLB4_6q12b	1229	0.0	0.0
ERVLB4_6q12a	3748	0.0	0.0
L1FLnI_6q12q	9193	0.0	0.0
HERVW_6q12	6976	0.0	0.0
ERVLE_6q12b	887	0.0	0.0
ERV316A3_6q12b	1946	0.0	0.0
L1FLnI_6q12p	8822	0.0	0.0
L1FLnI_6q12o	8661	0.0	0.0
L1FLnI_6q12n	10028	0.0	0.0
L1FLnI_6q12m	10035	0.0	0.0
L1FLnI_6q12l	10785	0.0	0.0
L1FLnI_6q12k	10605	0.0	0.0
HML5_6q12	4709	0.0	0.0
ERVLE_6q12a	661	0.0	0.0
L1FLnI_6q12j	10006	0.0	0.0
L1FLnI_6q12i	8826	0.0	0.0
HERVH_6q12c	6296	0.0	0.0
L1FLnI_6q12h	10363	0.0	0.0
L1FLnI_6q11.1u	8901	0.0	0.0
HERVH_6q11.1a	6084	0.0	0.0
L1FLnI_6p12.1r	10144	0.0	0.0
L1FLnI_6q11.1a	9046	0.0	0.0
HERVK11_6p11.2	3975	0.0	0.0
L1FLnI_6p11.2m	10141	0.0	0.0
L1FLnI_6p11.2l	10388	0.0	0.0
L1FLnI_6p11.2k	9180	0.0	0.0
L1FLnI_6p11.2j	10123	0.0	0.0
L1FLnI_6p11.2i	9227	0.0	0.0
L1FLnI_6p11.2h	10114	0.0	0.0
L1FLnI_6p11.2g	10281	0.0	0.0
HERVL_6p11.2	2431	0.0	0.0
L1FLnI_6p11.2f	9592	0.0	0.0
L1FLnI_6p11.2e	10141	0.0	0.0
L1FLnI_6p11.2d	9035	0.0	0.0
L1FLnI_6p11.2c	10002	0.0	0.0
L1FLnI_6p11.2b	10176	0.0	0.0
L1FLnI_6p11.2a	10144	0.0	0.0
HML5_6p12.1	4889	0.0	0.0
L1FLnI_6p12.1w	10143	0.0	0.0
L1FLnI_6p12.1v	8813	0.0	0.0
L1FLnI_6p12.1u	10158	0.0	0.0
L1FLnI_6p12.1t	10595	0.0	0.0
L1FLnI_6p12.1s	9198	0.0	0.0
HERVH_6p12.1	6044	0.0	0.0
ERVLE_6p12.1c	2488	0.0	0.0
HML3_6p11.2	7004	0.0	0.0
L1FLnI_6q11.1b	10163	0.0	0.0
L1FLnI_6q11.1t	9108	0.0	0.0
L1FLnI_6q11.1c	10029	0.0	0.0
L1FLnI_6q11.1s	9247	0.0	0.0
L1FLnI_6q11.1r	10405	0.0	0.0
L1FLnI_6q11.1q	8655	0.0	0.0
HML3_6q11.1b	1193	0.0	0.0
HML3_6q11.1a	6998	0.0	0.0
HERVK11_6q11.1	3963	0.0	0.0
L1FLnI_6q11.1p	9965	0.0	0.0
MER4_6q11.1b	1615	0.0	0.0
MER4_6q11.1a	4421	0.0	0.0
L1FLnI_6q11.1o	9732	0.0	0.0
L1FLnI_6q11.1n	10395	0.0	0.0
L1FLnI_6q11.1m	10152	0.0	0.0
L1FLnI_6q11.1l	9166	0.0	0.0
L1FLnI_6q11.1k	10120	0.0	0.0
L1FLnI_6q11.1j	9234	0.0	0.0
L1FLnI_6q11.1i	10125	0.0	0.0
L1FLnI_6q11.1h	10010	0.0	0.0
L1FLnI_6q11.1g	10024	0.0	0.0
L1FLnI_6q11.1f	10119	0.0	0.0
L1FLnI_6q11.1e	10300	0.0	0.0
HERVL_6q11.1a	2424	0.0	0.0
L1FLnI_6q11.1d	9632	0.0	0.0
PRIMAX_6q11.1	479	0.0	0.0
L1FLnI_6p21.1e	10021	0.0	0.0
L1FLnI_6p21.1c	10140	0.0	0.0
L1FLnI_6q12u	9509	0.0	0.0
L1FLnI_6p22.3w	10132	0.0	0.0
MER4_6p22.3c	3735	0.0	0.0
L1FLnI_6p22.3ba	10416	0.0	0.0
ERV316A3_6p22.3f	2272	0.0	0.0
L1FLnI_6p22.3aa	10154	0.0	0.0
L1FLnI_6p22.3z	10306	0.0	0.0
ERVLE_6p22.3e	561	0.0	0.0
L1FLnI_6p22.3y	10027	0.0	0.0
ERVLB4_6p22.3b	3334	0.0	0.0
ERVLE_6p22.3d	3450	0.0	0.0
ERV316A3_6p22.3e	4238	0.0	0.0
L1FLnI_6p22.3x	10128	0.0	0.0
ERV316A3_6p22.3d	2005	0.0	0.0
L1FLnI_6p21.1b	10904	0.0	0.0
HML5_6p22.3	7740	0.0	0.0
HERVL_6p22.3b	4148	0.0	0.0
HUERSP3B_6p22.3c	3130	0.0	0.0
HUERSP3B_6p22.3b	4121	0.0	0.0
ERVLE_6p22.3c	3136	0.0	0.0
L1FLnI_6p22.3v	9666	0.0	0.0
HERVL40_6p22.3	3028	0.0	0.0
L1FLnI_6p22.3u	9560	0.0	0.0
L1FLnI_6p22.3t	8814	0.0	0.0
L1FLnI_6p22.3s	10369	0.0	0.0
HUERSP3B_6p22.3a	6185	0.0	0.0
HERVW_6p22.3	6413	0.0	0.0
L1FLI_6p22.3	8046	0.0	0.0
MER4_6p22.3d	6502	0.0	0.0
L1FLnI_6p22.3ca	10111	0.0	0.0
L1FLnI_6p22.1b	10468	0.0	0.0
L1FLnI_6p22.1a	10154	0.0	0.0
HERVL18_6p22.1b	2846	0.0	0.0
ERV316A3_6p22.1a	1510	0.0	0.0
HERVL_6p22.1	2282	0.0	0.0
ERVLB4_6p22.1b	1137	0.0	0.0
HERVL18_6p22.1a	2298	0.0	0.0
ERVLE_6p22.1b	2121	0.0	0.0
HERVKC4_6p22.1	6433	0.0	0.0
ERVLB4_6p22.1a	653	0.0	0.0
ERVLE_6p22.1a	793	0.0	0.0
ERVLE_6p22.2b	887	0.0	0.0
L1FLnI_6p22.2b	10168	0.0	0.0
MER101_6p22.2	1768	0.0	0.0
HERV3_6p22.2	1181	0.0	0.0
HML6_6p22.2	7915	0.0	0.0
HML5_6p22.2	3176	0.0	0.0
HARLEQUIN_6p22.2	6720	0.0	0.0
MER41_6p22.2	3631	0.0	0.0
ERV316A3_6p22.2	1508	0.0	0.0
LTR46_6p22.2	2484	0.0	0.0
ERVLE_6p22.2a	878	0.0	0.0
L1FLnI_6p22.2a	10418	0.0	0.0
L1FLnI_6p22.3r	10033	0.0	0.0
L1FLnI_6p22.3q	10122	0.0	0.0
HERVH_6p22.3e	5761	0.0	0.0
HERVH_6p22.3b	5658	0.0	0.0
HERVH_6p22.3a	5877	0.0	0.0
HERV3_6p22.3	5772	0.0	0.0
L1FLnI_6p22.3c	10026	0.0	0.0
ERVLE_6p22.3a	1093	0.0	0.0
L1FLnI_6p22.3b	9026	0.0	0.0
L1FLnI_6p22.3a	10089	0.0	0.0
MER41_6p22.3	4835	0.0	0.0
HUERSP2_6p22.3	2503	0.0	0.0
ERV316A3_6p23	3032	0.0	0.0
L1FLnI_6p23	10146	0.0	0.0
ERVLB4_6p23	5292	0.0	0.0
HERVH_6p23	5879	0.0	0.0
MER41_6p23	5690	0.0	0.0
HERVW_6p23	5061	0.0	0.0
MER41_6p24.1	2095	0.0	0.0
HERVH_6p24.1	5840	0.0	0.0
L1FLnI_6p24.1c	10154	0.0	0.0
ERVLB4_6p24.1	859	0.0	0.0
L1FLnI_6p24.1b	10168	0.0	0.0
L1FLnI_6p24.1a	10451	0.0	0.0
HERVFH21_6p24.1	3902	0.0	0.0
ERVLE_6p24.1b	1227	0.0	0.0
ERVLE_6p24.1a	645	0.0	0.0
HERV9_6p22.3	8876	0.0	0.0
ERV316A3_6p22.3a	2657	0.0	0.0
HERVL32_6p22.3	2971	0.0	0.0
HERVFH21_6p22.3	7280	0.0	0.0
ERVLE_6p22.3b	2008	0.0	0.0
L1FLnI_6p22.3p	9196	0.0	0.0
L1FLnI_6p22.3o	8863	0.0	0.0
L1ORF2_6p22.3	8047	0.0	0.0
HERVH_6p22.3d	5349	0.0	0.0
L1FLnI_6p22.3n	10096	0.0	0.0
L1FLnI_6p22.3m	10108	0.0	0.0
L1FLnI_6p22.3l	10148	0.0	0.0
HERVL_6p22.3a	5177	0.0	0.0
ERV316A3_6p22.3c	3601	0.0	0.0
ERV316A3_6p22.3b	3818	0.0	0.0
L1FLnI_6p22.3k	10143	0.0	0.0
L1FLnI_6p22.3j	9993	0.0	0.0
L1FLnI_6p22.3i	10151	0.0	0.0
L1FLnI_6p22.3h	9148	0.0	0.0
HERVH_6p22.3c	5722	0.0	0.0
L1FLnI_6p22.3g	10397	0.0	0.0
L1FLnI_6p22.3f	9550	0.0	0.0
L1FLnI_6p22.3e	9889	0.0	0.0
L1FLnI_6p22.3d	9971	0.0	0.0
MER4_6p22.3b	2611	0.0	0.0
MER4_6p22.3a	4144	0.0	0.0
ERVLB4_6p22.3a	1519	0.0	0.0
ERV316A3_6p22.1b	3973	0.0	0.0
HERVL18_6p22.1c	3133	0.0	0.0
ERV316A3_6p22.1c	1045	0.0	0.0
HERVH_6p21.2b	4979	0.0	0.0
ERV316A3_6p21.2b	955	0.0	0.0
ERV316A3_6p21.2a	1775	0.0	0.0
HERV9_6p21.2	7938	0.0	0.0
ERVLE_6p21.2b	813	0.0	0.0
PABLA_6p21.2	2937	0.0	0.0
ERVLE_6p21.2a	2409	0.0	0.0
ERVLE_6p21.31d	1001	0.0	0.0
L1FLnI_6p21.31	9395	0.0	0.0
MER4_6p21.31	799	0.0	0.0
ERVLE_6p21.31c	1745	0.0	0.0
ERVLE_6p21.31b	1904	0.0	0.0
HML5_6p21.31	1608	0.0	0.0
HARLEQUIN_6p21.31	5569	0.0	0.0
ERV316A3_6p21.31	1188	0.0	0.0
ERVLE_6p21.31a	2452	0.0	0.0
ERVLE_6p21.32	1570	0.0	0.0
HARLEQUIN_6p21.32	2147	0.0	0.0
HERVH_6p21.32	5501	0.0	0.0
MER41_6p21.32	1958	0.0	0.0
HUERSP3_6p21.32	5744	0.0	0.0
HML5_6p21.32	7286	0.0	0.0
L1FLnI_6p21.32b	9258	0.0	0.0
HERVFH19_6p21.32	1841	0.0	0.0
HERVH_6p21.2a	1755	0.0	0.0
L1FLnI_6p21.2a	9976	0.0	0.0
HML6_6p21.32a	3770	0.0	0.0
L1FLnI_6p21.2b	9374	0.0	0.0
MER101_6p21.1	868	0.0	0.0
HERVP71A_6p21.1b	3318	0.0	0.0
HERVP71A_6p21.1a	2213	0.0	0.0
ERVLE_6p21.1b	2066	0.0	0.0
ERVLE_6p21.1a	1564	0.0	0.0
HML2_6p21.1	9555	0.0	0.0
HUERSP1_6p21.1	3184	0.0	0.0
MER41_6p21.1	624	0.0	0.0
L1FLnI_6p21.1a	10698	0.0	0.0
HERVH_6p21.1	7280	0.0	0.0
L1FLnI_6p21.2f	11502	0.0	0.0
ERVLE_6p21.2d	3402	0.0	0.0
L1FLnI_6p21.2e	9556	0.0	0.0
ERVLE_6p21.2c	904	0.0	0.0
HERVL32_6p21.2	3999	0.0	0.0
ERV316A3_6p21.2d	1792	0.0	0.0
ERV316A3_6p21.2c	3752	0.0	0.0
ERVLB4_6p21.2	665	0.0	0.0
PABLB_6p21.2	1824	0.0	0.0
HUERSP1_6p21.2	644	0.0	0.0
HERV3_6p21.2	5350	0.0	0.0
L1FLnI_6p21.2d	10161	0.0	0.0
L1FLnI_6p21.2c	10208	0.0	0.0
HML6_6p21.32b	7590	0.0	0.0
HUERSP2_6p21.32	2060	0.0	0.0
L1FLnI_6p22.1c	10146	0.0	0.0
ERV316A3_6p22.1l	1246	0.0	0.0
ERV316A3_6p22.1k	5010	0.0	0.0
ERV316A3_6p22.1j	2737	0.0	0.0
ERV316A3_6p22.1i	1221	0.0	0.0
L1FLnI_6p22.1i	10035	0.0	0.0
ERV316A3_6p22.1h	4860	0.0	0.0
ERV316A3_6p22.1g	4135	0.0	0.0
HERVL40_6p22.1	798	0.0	0.0
ERV316A3_6p22.1f	2082	0.0	0.0
MER4_6p22.1	3681	0.0	0.0
L1FLnI_6p22.1h	9384	0.0	0.0
ERV316A3_6p22.1e	1585	0.0	0.0
L1FLnI_6p22.1g	9000	0.0	0.0
L1FLnI_6p22.1f	10148	0.0	0.0
HERVH_6p22.1	7277	0.0	0.0
L1FLnI_6p22.1e	9560	0.0	0.0
ERV316A3_6p22.1d	3077	0.0	0.0
MER41_6p22.1b	1238	0.0	0.0
MER41_6p22.1a	784	0.0	0.0
LTR57_6p22.1	4787	0.0	0.0
L1FLnI_6p22.1d	8705	0.0	0.0
HERVS71_6p22.1	10020	0.0	0.0
ERVLE_6p22.1c	657	0.0	0.0
HML2_6p22.1	10312	0.0	0.0
HML3_6p22.1	6178	0.0	0.0
ERV316A3_6p22.1m	4628	0.0	0.0
L1FLnI_6p21.32a	8643	0.0	0.0
ERV316A3_6p22.1n	3377	0.0	0.0
HERVKC4_6p21.33b	6361	0.0	0.0
HERVKC4_6p21.33a	6361	0.0	0.0
ERV316A3_6p21.33c	4433	0.0	0.0
HERVL_6p21.33b	6119	0.0	0.0
ERV316A3_6p21.33b	3422	0.0	0.0
ERVLB4_6p21.33c	793	0.0	0.0
ERVLB4_6p21.33b	1166	0.0	0.0
ERV316A3_6p21.33a	1443	0.0	0.0
L1FLnI_6p21.33	9780	0.0	0.0
ERVLB4_6p21.33a	884	0.0	0.0
HML3_6p21.33	4097	0.0	0.0
HERV3_6p21.33	2117	0.0	0.0
HARLEQUIN_6p21.33	4904	0.0	0.0
ERVLE_6p21.33	2462	0.0	0.0
HERVL_6p21.33a	5160	0.0	0.0
L1FLnI_6p22.1m	10149	0.0	0.0
ERVLE_6p22.1d	625	0.0	0.0
ERV316A3_6p22.1p	1416	0.0	0.0
L1FLnI_6p22.1l	9401	0.0	0.0
L1FLnI_6p22.1k	10025	0.0	0.0
L1FLnI_6p22.1j	10036	0.0	0.0
ERV316A3_6p22.1o	4694	0.0	0.0
HERVP71A_6p22.1	4157	0.0	0.0
L1FLnI_6q12t	9864	0.0	0.0
HUERSP1_6q12a	1447	0.0	0.0
ERV316A3_6q16.1b	1931	0.0	0.0
L1FLnI_6q14.2i	8765	0.0	0.0
L1FLnI_6q14.3b	9026	0.0	0.0
L1FLnI_6q14.3a	8944	0.0	0.0
ERV316A3_6q14.3b	2371	0.0	0.0
ERV316A3_6q14.3a	1004	0.0	0.0
ERVLE_6q14.3a	1742	0.0	0.0
MER34B_6q14.2	4177	0.0	0.0
L1FLnI_6q14.2l	10430	0.0	0.0
ERVL_6q14.2	2323	0.0	0.0
L1FLnI_6q14.2k	8643	0.0	0.0
MER4_6q14.2	4792	0.0	0.0
L1FLnI_6q14.2j	10334	0.0	0.0
L1FLnI_6q14.2h	10027	0.0	0.0
HERVL_6q14.1d	6606	0.0	0.0
L1FLnI_6q14.2g	10601	0.0	0.0
ERVLE_6q14.2	2204	0.0	0.0
L1FLnI_6q14.2f	9662	0.0	0.0
L1FLnI_6q14.2e	10053	0.0	0.0
L1FLnI_6q14.2d	10275	0.0	0.0
L1FLnI_6q14.2c	10128	0.0	0.0
HERVW_6q14.2	6609	0.0	0.0
ERVLB4_6q14.2	1633	0.0	0.0
HERVL_6q14.2	6494	0.0	0.0
L1ORF2_6q14.2	8046	0.0	0.0
L1FLnI_6q14.2b	10044	0.0	0.0
L1FLnI_6q14.3c	10573	0.0	0.0
ERVLE_6q14.3b	2084	0.0	0.0
L1FLnI_6q14.3d	10026	0.0	0.0
L1FLnI_6q14.3e	10010	0.0	0.0
L1FLnI_6q14.3s	10139	0.0	0.0
L1FLnI_6q14.3r	10137	0.0	0.0
L1FLnI_6q14.3q	9392	0.0	0.0
L1FLnI_6q14.3p	9397	0.0	0.0
MER34B_6q14.3	1242	0.0	0.0
MER4_6q14.3a	6633	0.0	0.0
L1FLnI_6q14.3o	10083	0.0	0.0
L1FLnI_6q14.3n	10155	0.0	0.0
L1FLnI_6q14.3m	8810	0.0	0.0
L1FLnI_6q14.3l	8898	0.0	0.0
L1FLnI_6q14.3k	10115	0.0	0.0
HERV9_6q14.3a	3405	0.0	0.0
L1FLnI_6q14.3j	8552	0.0	0.0
HERVI_6q14.3	2246	0.0	0.0
HERVIP10F_6q14.3	2703	0.0	0.0
L1FLnI_6q14.3i	10201	0.0	0.0
L1FLnI_6q14.3h	10132	0.0	0.0
L1FLnI_6q14.3g	9405	0.0	0.0
ERV316A3_6q14.3c	1616	0.0	0.0
ERVLE_6q14.3c	2186	0.0	0.0
HERVIP10FH_6q14.3	1761	0.0	0.0
HERVW_6q14.3a	6672	0.0	0.0
L1FLnI_6q14.3f	10154	0.0	0.0
ERV316A3_6q14.2	2278	0.0	0.0
L1FLnI_6q14.2a	10119	0.0	0.0
ERVLE_6q14.1m	2278	0.0	0.0
HERVW_6q14.1	6982	0.0	0.0
L1FLnI_6q14.1jb	10117	0.0	0.0
MER61_6q14.1e	1469	0.0	0.0
MER61_6q14.1d	3559	0.0	0.0
L1FLnI_6q14.1ib	10116	0.0	0.0
L1FLnI_6q14.1hb	9587	0.0	0.0
L1FLnI_6q14.1gb	9994	0.0	0.0
L1FLnI_6q14.1fb	10036	0.0	0.0
L1FLnI_6q14.1eb	9326	0.0	0.0
ERVLE_6q14.1l	2901	0.0	0.0
L1FLnI_6q14.1db	8571	0.0	0.0
L1FLnI_6q14.1cb	8820	0.0	0.0
L1FLnI_6q14.1bb	8922	0.0	0.0
HERVH_6q14.1e	5706	0.0	0.0
L1FLnI_6q14.1ab	10064	0.0	0.0
L1FLnI_6q14.1za	8613	0.0	0.0
L1FLnI_6q14.1ya	10006	0.0	0.0
HERVH_6q14.1d	6005	0.0	0.0
L1FLnI_6q14.1xa	10019	0.0	0.0
L1FLnI_6q14.1wa	10037	0.0	0.0
HERVH_6q14.1c	4675	0.0	0.0
L1FLnI_6q14.1va	9745	0.0	0.0
L1FLnI_6q14.1ua	8798	0.0	0.0
L1FLnI_6q14.1ta	10522	0.0	0.0
L1FLnI_6q14.1kb	9344	0.0	0.0
HERVH_6q14.1f	5981	0.0	0.0
ERVLB4_6q14.1e	776	0.0	0.0
L1FLnI_6q14.1lb	9321	0.0	0.0
HERVL_6q14.1f	6425	0.0	0.0
L1FLnI_6q14.1bc	10818	0.0	0.0
ERVLB4_6q14.1d	2721	0.0	0.0
L1FLnI_6q14.1ac	9061	0.0	0.0
L1FLnI_6q14.1zb	9374	0.0	0.0
HERVL40_6q14.1	2894	0.0	0.0
L1FLnI_6q14.1yb	10019	0.0	0.0
L1FLnI_6q14.1xb	10101	0.0	0.0
L1FLnI_6q14.1wb	10113	0.0	0.0
MER41_6q14.1e	3813	0.0	0.0
MER61_6q14.1f	1610	0.0	0.0
L1FLnI_6q14.1vb	10142	0.0	0.0
L1FLnI_6q14.1ub	10005	0.0	0.0
L1FLnI_6q14.1tb	9584	0.0	0.0
L1FLnI_6q14.1sb	8977	0.0	0.0
L1FLnI_6q14.1rb	8967	0.0	0.0
L1FLnI_6q14.1qb	9164	0.0	0.0
L1FLnI_6q14.1pb	10008	0.0	0.0
L1FLnI_6q14.1ob	10140	0.0	0.0
HERVL_6q14.1e	5831	0.0	0.0
L1FLnI_6q14.1nb	10450	0.0	0.0
L1FLnI_6q14.1mb	10132	0.0	0.0
ERV316A3_6q14.1e	3895	0.0	0.0
L1FLnI_6q14.3t	10148	0.0	0.0
L1FLnI_6q14.3u	10116	0.0	0.0
L1FLnI_6q14.3v	10473	0.0	0.0
ERVLB4_6q15c	607	0.0	0.0
L1FLnI_6q15q	9502	0.0	0.0
L1FLnI_6q15p	10156	0.0	0.0
HERVL_6q15	2151	0.0	0.0
L1FLnI_6q15o	9064	0.0	0.0
L1FLnI_6q15n	10009	0.0	0.0
L1FLnI_6q15m	9148	0.0	0.0
L1FLnI_6q15l	9813	0.0	0.0
L1FLnI_6q15k	10462	0.0	0.0
HERVH_6q15	5230	0.0	0.0
L1FLnI_6q15j	8932	0.0	0.0
L1FLnI_6q15i	10111	0.0	0.0
ERV316A3_6q15b	2727	0.0	0.0
ERVL_6q15	1761	0.0	0.0
ERVLB4_6q15b	1156	0.0	0.0
L1FLnI_6q15h	10159	0.0	0.0
ERVLE_6q15c	2146	0.0	0.0
ERV316A3_6q15a	1235	0.0	0.0
L1FLnI_6q15g	10023	0.0	0.0
MER61_6q15	4838	0.0	0.0
L1FLnI_6q15f	10483	0.0	0.0
ERVLE_6q15b	988	0.0	0.0
ERVLB4_6q15a	699	0.0	0.0
HERVIP10FH_6q15b	5907	0.0	0.0
MER41_6q15	2112	0.0	0.0
ERVLE_6q15d	628	0.0	0.0
L1FLnI_6q15e	10143	0.0	0.0
L1FLnI_6q15r	9399	0.0	0.0
ERVLB4_6q16.1b	4217	0.0	0.0
L1FLnI_6q16.1h	10030	0.0	0.0
ERV316A3_6q16.1a	1662	0.0	0.0
HERVH_6q16.1a	5589	0.0	0.0
ERVL_6q16.1b	559	0.0	0.0
HERVL40_6q16.1b	4982	0.0	0.0
ERVLB4_6q16.1a	780	0.0	0.0
HERVL_6q16.1a	6785	0.0	0.0
ERVL_6q16.1a	1751	0.0	0.0
L1FLnI_6q16.1g	10020	0.0	0.0
HML3_6q16.1	1713	0.0	0.0
L1FLnI_6q16.1f	10131	0.0	0.0
L1FLnI_6q16.1e	10142	0.0	0.0
HERVL32_6q16.1	1630	0.0	0.0
L1FLnI_6q16.1d	9611	0.0	0.0
MER4_6q16.1b	3159	0.0	0.0
MER4B_6q16.1	1852	0.0	0.0
MER4_6q16.1a	1414	0.0	0.0
HERVL40_6q16.1a	1991	0.0	0.0
L1FLnI_6q16.1c	10274	0.0	0.0
L1FLnI_6q16.1b	9049	0.0	0.0
L1FLnI_6q16.1a	9418	0.0	0.0
L1FLnI_6q15s	9083	0.0	0.0
HERVE_6q15	8712	0.0	0.0
HERVW_6q15	7259	0.0	0.0
HERV3_6q14.3a	2653	0.0	0.0
ERV316A3_6q14.3d	1346	0.0	0.0
ERVLE_6q14.3e	2025	0.0	0.0
L1FLnI_6q14.3la	10126	0.0	0.0
L1FLnI_6q14.3ka	10136	0.0	0.0
L1FLnI_6q14.3ja	9842	0.0	0.0
L1FLnI_6q14.3ia	10115	0.0	0.0
L1FLnI_6q14.3ha	10940	0.0	0.0
ERVLB4_6q14.3	2625	0.0	0.0
L1FLnI_6q14.3ga	10550	0.0	0.0
HUERSP2_6q14.3	4650	0.0	0.0
L1FLnI_6q14.3fa	10381	0.0	0.0
L1FLnI_6q14.3ea	10432	0.0	0.0
